Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Neighborhood,SalePrice,Age of House
5,732,1.0,240.0,732.0,732,1952,1952,1,4,NAmes,118900,72
5,1183,1.0,288.0,528.0,1183,1959,1959,1,6,NAmes,138000,65
5,1148,1.0,672.0,1148.0,1148,1959,1959,1,6,NAmes,132500,65
4,1461,1.0,384.0,832.0,832,1949,1996,2,6,NAmes,133500,28
6,1495,2.0,576.0,864.0,1064,1948,1994,1,6,NAmes,135000,30
6,1806,2.0,483.0,780.0,993,1964,1964,1,8,NAmes,144750,60
5,941,2.0,564.0,941.0,941,1978,1978,1,4,NAmes,145000,46
6,1045,1.0,264.0,1045.0,1045,1963,1963,1,6,NAmes,127000,61
5,894,1.0,308.0,894.0,894,1962,1962,1,5,NAmes,109500,62
6,1224,1.0,210.0,818.0,818,1926,2004,1,5,OldTown,115000,20
5,1230,2.0,440.0,440.0,682,1910,1981,1,5,OldTown,110000,43
6,1378,1.0,162.0,901.0,861,1935,1998,1,6,OldTown,128900,26
6,1944,2.0,324.0,972.0,972,1910,1950,2,12,OldTown,103500,74
5,1131,1.0,200.0,676.0,676,1941,1950,1,5,OldTown,66500,74
5,1306,2.0,472.0,240.0,810,1910,2003,1,6,OldTown,130000,21
5,1464,0.0,0.0,504.0,764,1910,2002,2,7,OldTown,129000,22
5,1558,2.0,400.0,690.0,868,1939,1950,1,7,OldTown,150000,74
5,2372,1.0,432.0,994.0,1378,1892,1965,2,11,OldTown,107500,59
4,1701,0.0,0.0,600.0,1101,1920,1950,2,8,OldTown,94550,74
5,1960,2.0,400.0,960.0,960,1952,1952,2,10,OldTown,124500,72
7,1389,1.0,240.0,651.0,707,1946,1992,1,6,OldTown,135000,32
5,1447,0.0,0.0,801.0,801,1910,1950,1,6,OldTown,103000,74
4,936,2.0,576.0,936.0,936,1953,1953,1,4,OldTown,93000,71
5,1328,1.0,308.0,768.0,768,1950,1970,1,6,OldTown,129500,54
5,1387,1.0,256.0,811.0,811,1954,1954,2,7,OldTown,93000,70
4,861,2.0,288.0,861.0,861,1920,1950,1,5,OldTown,80000,74
2,612,1.0,308.0,0.0,612,1940,1950,1,4,OldTown,45000,74
3,968,0.0,0.0,600.0,600,1910,1950,1,6,OldTown,37900,74
5,886,1.0,273.0,190.0,886,1938,1996,1,4,OldTown,91300,28
5,792,1.0,287.0,624.0,792,1923,1950,1,5,OldTown,99500,74
4,1452,0.0,0.0,736.0,736,1920,2008,2,8,OldTown,113000,16
4,1510,2.0,720.0,677.0,833,1910,1950,2,7,OldTown,87500,74
5,1284,1.0,240.0,720.0,720,1947,1950,1,5,OldTown,110000,74
5,2138,2.0,360.0,849.0,1075,1898,1965,2,11,OldTown,106000,59
7,2640,4.0,864.0,1240.0,1320,1880,2003,1,8,OldTown,265979,21
6,2007,1.0,357.0,917.0,1090,1900,1950,2,8,OldTown,160000,74
6,1288,1.0,280.0,624.0,664,1917,2007,1,5,OldTown,119000,17
8,1742,2.0,424.0,916.0,916,1882,1986,1,8,OldTown,168000,38
4,816,0.0,0.0,624.0,816,1910,1950,1,5,OldTown,58500,74
7,1482,2.0,324.0,650.0,832,1920,1988,1,7,OldTown,143000,36
5,1022,1.0,280.0,1022.0,1022,1910,2006,1,4,OldTown,85000,18
5,1869,2.0,456.0,1088.0,1188,1890,1996,1,7,OldTown,124900,28
6,1480,1.0,207.0,972.0,1044,1920,1950,1,6,OldTown,119000,74
6,1521,3.0,640.0,741.0,780,1910,2002,1,8,OldTown,146500,22
4,720,0.0,0.0,720.0,720,1920,1950,1,4,IDOTRR,34900,74
3,797,0.0,0.0,245.0,797,1900,1950,1,5,IDOTRR,44000,74
5,1576,2.0,528.0,1324.0,1072,1923,2004,1,6,BrkSide,223500,20
6,1432,1.0,216.0,1022.0,1432,1923,1950,1,6,BrkSide,149000,74
7,1548,2.0,672.0,952.0,952,1925,2007,2,5,BrkSide,205000,17
5,1654,1.0,336.0,297.0,1001,1930,1982,2,7,BrkSide,137000,42
6,952,1.0,192.0,952.0,952,1916,1950,1,4,BrkSide,121000,74
4,1324,1.0,240.0,672.0,757,1936,1950,1,6,BrkSide,128000,74
6,1176,2.0,624.0,698.0,786,1937,2000,1,4,BrkSide,134900,24
5,1348,1.0,216.0,884.0,884,1925,1997,1,5,BrkSide,117000,27
6,1412,1.0,280.0,780.0,825,1939,1950,1,6,BrkSide,132500,74
5,1142,1.0,320.0,468.0,822,1924,1950,1,6,BrkSide,93000,74
6,904,1.0,180.0,884.0,904,1926,2004,1,4,BrkSide,119000,20
5,1301,2.0,440.0,1145.0,1301,1924,1950,1,5,BrkSide,100000,74
5,1539,2.0,576.0,927.0,1067,1936,1950,1,5,BrkSide,141500,74
4,1573,1.0,240.0,884.0,989,1935,1995,1,6,BrkSide,133000,29
2,800,0.0,0.0,264.0,800,1936,1950,1,4,BrkSide,60000,74
5,875,1.0,180.0,715.0,875,1931,1993,1,5,BrkSide,105000,31
5,995,1.0,264.0,960.0,995,1925,1999,1,5,BrkSide,115000,25
5,1582,1.0,250.0,952.0,994,1938,1950,2,6,BrkSide,150000,74
5,1072,5.0,1184.0,1072.0,1072,1925,1950,1,5,BrkSide,126500,74
6,2134,2.0,441.0,844.0,1445,1916,1994,2,10,BrkSide,214500,30
7,2019,2.0,532.0,728.0,1136,1910,1993,1,8,BrkSide,167500,31
6,1768,2.0,576.0,1048.0,1048,1915,1950,2,8,OldTown,155000,74
7,1826,1.0,164.0,910.0,916,1915,2005,1,7,OldTown,155000,19
7,1944,1.0,216.0,672.0,1272,1915,1994,2,8,OldTown,179900,30
6,2229,0.0,0.0,755.0,929,1912,1950,1,8,OldTown,104000,74
5,2128,0.0,0.0,1040.0,1088,1922,1950,2,11,OldTown,62500,74
6,1930,1.0,316.0,720.0,1146,1927,1950,2,8,IDOTRR,149000,74
4,1208,2.0,539.0,780.0,848,1925,1950,1,5,IDOTRR,103000,74
6,1427,1.0,379.0,483.0,741,1915,2002,1,7,OldTown,123000,22
7,1864,0.0,0.0,1020.0,978,1902,2000,2,9,OldTown,97500,24
6,1666,1.0,384.0,1204.0,1204,1927,1950,1,4,IDOTRR,135000,74
4,892,0.0,0.0,858.0,892,1923,1950,1,5,IDOTRR,70000,74
6,1403,1.0,308.0,698.0,754,1915,1965,1,7,IDOTRR,116000,59
4,704,1.0,220.0,560.0,704,1946,2001,1,4,Sawyer,88750,23
5,1200,0.0,0.0,1200.0,1200,1987,1988,3,5,Edwards,179000,36
5,1200,0.0,0.0,1200.0,1200,1987,1988,3,5,Edwards,179000,36
5,1152,1.0,252.0,1152.0,1152,1978,1978,2,6,Edwards,159900,46
1,904,0.0,0.0,683.0,904,1922,1950,0,4,Edwards,61000,74
6,1369,1.0,300.0,672.0,697,1925,1950,2,6,Edwards,103600,74
5,1112,1.0,226.0,585.0,687,1934,1950,2,6,Edwards,63000,74
5,1464,2.0,480.0,520.0,1464,1963,1999,2,6,Sawyer,175000,25
5,1121,2.0,480.0,1121.0,1121,1963,1963,1,5,Sawyer,139000,61
6,1683,2.0,440.0,918.0,918,1978,1978,2,7,Sawyer,172500,46
5,1052,1.0,668.0,1052.0,1052,1967,1967,1,6,Sawyer,113500,57
5,899,1.0,288.0,864.0,899,1967,2004,1,5,Sawyer,130000,20
6,1034,2.0,504.0,456.0,1034,1978,1978,1,5,Sawyer,149900,46
5,858,2.0,576.0,858.0,858,1982,1982,1,5,Sawyer,134900,42
5,860,2.0,528.0,840.0,860,1982,1982,1,4,Sawyer,137000,42
5,1092,1.0,288.0,1092.0,1092,1962,1962,1,6,Sawyer,139000,62
5,1774,1.0,384.0,552.0,904,1961,1961,2,8,Sawyer,165000,63
6,1138,2.0,480.0,1138.0,1138,1960,1960,1,6,Sawyer,148000,64
5,2071,1.0,336.0,825.0,2071,1956,1956,1,9,ClearCr,165000,68
2,660,0.0,0.0,0.0,660,1947,1950,1,5,Sawyer,63900,74
4,1788,1.0,304.0,1104.0,1104,1957,1989,1,8,ClearCr,161500,35
5,1473,1.0,452.0,1437.0,1473,1968,2003,1,5,ClearCr,143000,21
4,1229,1.0,284.0,1134.0,1229,1956,1956,1,6,Edwards,135000,68
4,861,2.0,539.0,861.0,861,1940,1950,1,4,Edwards,82500,74
5,1867,1.0,303.0,1617.0,1867,1955,1993,1,7,ClearCr,190000,31
3,1733,2.0,452.0,0.0,1733,1955,1955,2,8,Edwards,139600,69
4,1383,2.0,498.0,0.0,1383,1954,1954,1,6,Edwards,122000,70
6,1689,2.0,480.0,1436.0,1689,1956,1956,1,7,Edwards,127500,68
5,1073,1.0,340.0,1073.0,1073,1956,1956,1,5,Edwards,121500,68
5,1276,1.0,350.0,1276.0,1276,1958,1958,1,5,Edwards,60000,66
6,1639,1.0,240.0,747.0,892,1946,1950,1,6,Edwards,154400,74
4,672,1.0,234.0,672.0,672,1941,1950,1,4,Edwards,113000,74
5,1089,1.0,252.0,1089.0,1089,1954,1954,1,5,Edwards,125000,70
4,845,1.0,290.0,0.0,845,1957,1957,1,5,Edwards,84000,67
5,1049,1.0,266.0,1049.0,1049,1984,1984,2,5,Edwards,139500,40
5,1716,1.0,281.0,768.0,1148,1949,2008,1,8,Edwards,131000,16
6,1258,1.0,280.0,560.0,698,1939,1950,1,6,Edwards,105000,74
4,1510,1.0,296.0,755.0,755,1940,1950,1,7,Edwards,108000,74
7,1061,2.0,462.0,1054.0,1061,1990,1991,1,4,SawyerW,162000,33
6,1338,2.0,576.0,520.0,1338,1983,1983,1,5,SawyerW,156500,41
8,2132,2.0,612.0,1496.0,1496,1983,2009,1,5,SawyerW,316600,15
7,2196,3.0,701.0,2158.0,2196,1990,1991,2,7,SawyerW,271900,33
7,1775,2.0,425.0,740.0,1006,1993,1993,2,7,SawyerW,213000,31
7,1879,2.0,473.0,1079.0,1079,1993,1994,2,8,SawyerW,239900,30
8,2020,2.0,466.0,1128.0,1142,1995,1995,2,8,SawyerW,239500,29
5,2016,2.0,576.0,0.0,1288,1880,2007,1,7,SawyerW,131000,17
5,1535,2.0,410.0,0.0,1535,1979,1979,2,8,SawyerW,118964,45
5,1224,2.0,528.0,1086.0,1224,1979,1979,0,6,SawyerW,153337,45
5,2228,2.0,720.0,0.0,1114,1979,1979,2,8,SawyerW,147983,45
5,1535,2.0,400.0,0.0,1535,1979,1979,2,8,SawyerW,118858,45
5,1535,2.0,400.0,0.0,1535,1979,1979,2,8,SawyerW,118858,45
5,2240,2.0,528.0,0.0,1120,1979,1979,2,12,SawyerW,142953,45
5,1229,2.0,672.0,1094.0,1229,1979,1979,0,6,SawyerW,148325,45
5,1513,2.0,400.0,0.0,1513,1979,1979,2,8,SawyerW,113722,45
7,2787,4.0,820.0,1168.0,1168,2000,2000,4,8,SawyerW,269500,24
7,2787,4.0,820.0,1168.0,1168,2000,2000,4,8,SawyerW,269500,24
7,2787,4.0,820.0,1168.0,1168,2000,2000,4,8,SawyerW,269500,24
9,1680,3.0,1138.0,1555.0,1680,2009,2009,1,8,CollgCr,323262,15
8,1718,3.0,826.0,1705.0,1718,2007,2008,2,7,CollgCr,297000,16
8,1630,3.0,860.0,1622.0,1630,2008,2008,2,8,CollgCr,295493,16
9,1720,3.0,846.0,1720.0,1720,2008,2008,2,8,CollgCr,332000,16
8,1468,3.0,904.0,1468.0,1468,2008,2008,2,6,CollgCr,239900,16
8,1768,2.0,578.0,866.0,866,2007,2007,2,7,CollgCr,212000,17
8,1838,2.0,524.0,1838.0,1838,2007,2008,2,7,CollgCr,272500,16
9,1800,2.0,702.0,1800.0,1800,2007,2007,2,7,CollgCr,239000,17
7,1604,2.0,660.0,1604.0,1604,2006,2006,2,8,CollgCr,220000,18
7,1290,2.0,662.0,1282.0,1290,2007,2007,2,6,CollgCr,200000,17
8,1254,3.0,810.0,1254.0,1254,2008,2008,2,5,CollgCr,221800,16
7,1232,2.0,632.0,1232.0,1232,2007,2007,2,6,CollgCr,194500,17
8,1498,3.0,844.0,1498.0,1498,2005,2006,2,7,CollgCr,237000,18
6,1422,2.0,440.0,704.0,704,2005,2006,2,7,CollgCr,173000,18
7,1644,2.0,569.0,1518.0,1644,1989,1989,2,5,SawyerW,275000,35
7,1759,2.0,525.0,1449.0,944,1992,1993,2,7,ClearCr,233500,31
5,2126,2.0,538.0,1013.0,1160,1967,1967,2,7,ClearCr,185000,57
5,1040,2.0,576.0,1040.0,1040,1996,1996,1,6,CollgCr,152000,28
5,990,1.0,440.0,990.0,990,1994,1994,1,5,CollgCr,143000,30
6,1764,2.0,470.0,928.0,928,1997,1997,2,7,CollgCr,231500,27
7,1661,2.0,550.0,799.0,827,1996,1996,2,6,CollgCr,212000,28
7,1463,2.0,539.0,1463.0,1463,1998,1998,2,5,CollgCr,207000,26
5,1097,2.0,672.0,1097.0,1097,1994,1995,1,6,CollgCr,145000,29
5,990,2.0,480.0,990.0,990,1994,1995,1,5,CollgCr,138000,29
7,1779,2.0,546.0,866.0,866,1998,1998,2,6,CollgCr,197900,26
7,1501,2.0,577.0,1490.0,1501,1999,1999,2,6,CollgCr,204000,25
7,1431,2.0,666.0,1431.0,1431,1999,1999,2,6,CollgCr,192000,25
6,1772,2.0,492.0,928.0,928,1998,1998,2,7,CollgCr,200000,26
7,1660,2.0,493.0,831.0,831,2002,2002,2,7,CollgCr,195000,22
7,1573,2.0,544.0,1573.0,1573,2002,2002,2,6,CollgCr,227000,22
7,1840,2.0,622.0,944.0,944,2001,2001,2,6,CollgCr,230000,23
7,1430,2.0,605.0,1413.0,1430,2001,2002,2,6,CollgCr,187100,22
7,1444,2.0,577.0,1431.0,1444,2002,2001,2,6,CollgCr,203000,23
7,1492,2.0,608.0,1492.0,1492,2001,2001,2,6,CollgCr,201000,23
5,1040,0.0,0.0,1040.0,1040,1978,1978,2,5,CollgCr,124000,46
5,907,1.0,343.0,907.0,907,1978,1978,1,5,CollgCr,140000,46
5,914,2.0,444.0,914.0,914,1979,1979,1,5,CollgCr,134900,45
5,1040,2.0,484.0,1040.0,1040,1977,2008,2,5,CollgCr,150500,16
5,864,1.0,336.0,864.0,864,1978,2005,1,6,CollgCr,136500,19
5,1268,1.0,252.0,1268.0,1268,1977,1989,1,5,CollgCr,143500,35
5,864,1.0,338.0,864.0,864,1972,1972,1,5,CollgCr,133500,52
5,894,2.0,600.0,894.0,894,1972,1972,1,6,CollgCr,123000,52
5,768,1.0,396.0,768.0,768,1972,2003,1,5,CollgCr,133900,21
5,768,2.0,396.0,768.0,768,1972,2007,1,5,CollgCr,133000,17
7,1611,3.0,1231.0,1569.0,1611,2002,2002,2,6,CollgCr,250000,22
8,2184,2.0,570.0,1068.0,1068,2003,2003,2,8,CollgCr,254750,21
8,1788,2.0,522.0,1753.0,1788,2001,2001,2,7,CollgCr,236500,23
8,1872,2.0,531.0,1299.0,1299,2001,2001,2,7,CollgCr,261500,23
9,2153,3.0,736.0,1440.0,1476,2000,2000,2,8,CollgCr,313000,24
7,1725,2.0,550.0,840.0,840,2002,2002,2,6,CollgCr,198500,22
7,1870,2.0,608.0,944.0,944,2001,2001,2,6,CollgCr,211000,23
8,1513,2.0,521.0,1462.0,1513,1999,2000,2,5,CollgCr,220000,24
7,1504,2.0,478.0,1504.0,1504,1996,1996,2,6,CollgCr,203000,28
8,1828,2.0,523.0,1822.0,1828,2002,2003,2,7,CollgCr,279500,21
7,1417,2.0,511.0,1417.0,1417,1997,1998,2,7,CollgCr,210000,26
7,2034,2.0,645.0,1057.0,1057,1997,1998,2,8,CollgCr,219500,26
7,1716,2.0,512.0,880.0,909,1996,1996,2,7,CollgCr,191000,28
7,1212,2.0,573.0,1212.0,1212,2001,2001,2,6,CollgCr,178000,23
7,1630,2.0,451.0,1630.0,1630,2000,2001,2,6,CollgCr,213000,23
6,848,2.0,420.0,848.0,848,2003,2004,1,4,CollgCr,144000,20
6,848,2.0,420.0,848.0,848,2003,2003,1,4,CollgCr,140000,21
8,1602,3.0,810.0,1578.0,1602,2007,2007,2,7,CollgCr,293200,17
7,1728,2.0,572.0,864.0,864,2004,2004,2,7,CollgCr,190000,20
7,1500,2.0,570.0,1500.0,1500,2004,2004,2,6,CollgCr,190000,20
6,1476,2.0,540.0,738.0,738,2005,2005,2,7,CollgCr,173500,19
6,1396,2.0,440.0,608.0,608,2007,2007,2,6,CollgCr,170000,17
4,1126,2.0,520.0,0.0,1126,1949,2003,2,5,Edwards,108000,21
5,1486,2.0,480.0,1486.0,1486,1964,1999,1,7,Edwards,167000,25
4,816,1.0,288.0,816.0,816,1938,1958,1,3,Edwards,100000,66
7,1922,2.0,672.0,0.0,495,2003,2003,3,7,Edwards,198500,21
6,1426,2.0,440.0,690.0,698,1977,1977,1,6,Edwards,159500,47
4,1149,1.0,544.0,1014.0,1149,1960,1971,1,7,Edwards,127000,53
6,1125,1.0,352.0,1041.0,1125,1976,1976,1,6,Edwards,125000,48
9,1698,3.0,768.0,1698.0,1698,2007,2008,2,8,Edwards,320000,16
6,1072,2.0,525.0,547.0,1072,2005,2006,1,5,Edwards,145500,18
5,698,0.0,0.0,698.0,698,1947,2008,1,4,Edwards,118000,16
4,876,1.0,320.0,876.0,876,1959,1959,1,5,Edwards,85000,65
5,1368,1.0,195.0,1078.0,1368,1950,1950,1,6,Edwards,120000,74
4,1529,1.0,240.0,0.0,1088,1945,1950,2,9,Edwards,98000,74
5,864,0.0,0.0,864.0,864,1922,1950,1,4,Edwards,99900,74
3,944,2.0,528.0,0.0,944,1952,1952,1,4,Edwards,82000,72
5,1678,0.0,0.0,1678.0,1678,1959,1959,2,10,Edwards,119900,65
5,1560,1.0,313.0,1150.0,1560,1956,1956,1,7,Edwards,103500,68
4,960,1.0,288.0,672.0,960,1956,1956,1,5,Edwards,112000,68
6,1196,2.0,528.0,684.0,684,1920,2000,1,7,Edwards,110000,24
5,1298,1.0,256.0,720.0,854,1941,1950,1,6,Edwards,122000,74
5,1604,2.0,660.0,984.0,984,1941,1960,2,6,Edwards,117000,64
5,1268,1.0,250.0,832.0,832,1938,1950,1,7,SWISU,160000,74
5,1520,1.0,281.0,793.0,848,1932,2000,1,6,SWISU,159434,24
2,438,1.0,246.0,290.0,438,1920,1950,1,3,SWISU,60000,74
6,1489,1.0,240.0,778.0,944,1940,1950,2,7,SWISU,139500,74
7,3082,2.0,672.0,824.0,1687,1920,1970,2,12,SWISU,197000,54
6,1242,1.0,180.0,583.0,647,1935,1950,1,6,SWISU,105000,74
4,1981,2.0,576.0,1122.0,1328,1928,1950,2,7,SWISU,135000,74
6,1232,2.0,440.0,816.0,1232,1916,2000,1,6,Crawfor,147500,24
6,1608,1.0,216.0,976.0,1160,1925,1990,2,7,SWISU,137450,34
7,1135,2.0,576.0,560.0,575,1936,2007,1,6,SWISU,155000,17
6,1913,2.0,342.0,896.0,1172,1928,1950,1,9,Crawfor,177000,74
7,1477,1.0,216.0,861.0,877,1928,1950,2,6,SWISU,145000,74
7,1228,1.0,215.0,600.0,628,1918,1990,1,6,Crawfor,137000,34
7,2080,1.0,282.0,1276.0,1276,1926,2004,1,9,Crawfor,234000,20
5,1567,2.0,440.0,840.0,840,1940,1950,1,6,Crawfor,205000,74
6,1494,1.0,213.0,771.0,753,1942,1950,1,7,Crawfor,177500,74
5,1308,1.0,256.0,728.0,976,1940,1950,1,7,Crawfor,160000,74
5,1273,1.0,307.0,1273.0,1273,1960,1960,1,5,Crawfor,155000,64
5,964,2.0,432.0,876.0,964,1921,2006,1,5,Crawfor,163500,18
5,1343,1.0,186.0,731.0,820,1921,1950,1,7,Crawfor,154900,74
7,2480,2.0,400.0,920.0,1240,1940,1950,2,13,Crawfor,205000,74
5,1112,1.0,390.0,1112.0,1112,1954,1954,1,6,Crawfor,144800,70
7,1564,1.0,234.0,704.0,860,1941,1950,1,7,Crawfor,174500,74
6,1561,2.0,463.0,1561.0,1561,1960,1960,2,6,Crawfor,193000,64
5,1523,1.0,295.0,1067.0,986,1949,2005,2,7,Crawfor,158000,19
6,1152,1.0,300.0,1092.0,1152,1950,2004,1,6,Crawfor,158500,20
6,1906,2.0,576.0,1310.0,1906,1954,1954,1,6,Crawfor,224000,70
6,1032,2.0,452.0,516.0,516,1980,1980,1,5,Blueste,115000,44
6,1229,2.0,462.0,561.0,561,1980,1992,1,5,Blueste,137000,32
6,1229,2.0,462.0,561.0,561,1980,1980,1,5,Blueste,121000,44
6,1229,2.0,462.0,561.0,561,1980,1980,1,5,Blueste,124000,44
6,1982,2.0,501.0,572.0,1182,1986,1986,2,6,Crawfor,208000,38
7,2365,2.0,551.0,1803.0,2365,1971,2009,2,7,Crawfor,315000,15
6,1680,2.0,540.0,880.0,1680,1988,2007,2,5,Crawfor,222000,17
5,1344,1.0,468.0,672.0,672,1920,1997,1,6,IDOTRR,147000,27
5,2168,2.0,576.0,760.0,928,1900,1993,2,11,IDOTRR,123000,31
5,1192,1.0,189.0,596.0,596,1920,1950,1,6,IDOTRR,78000,74
3,1526,0.0,0.0,1013.0,1013,1915,1982,1,6,IDOTRR,85000,42
4,572,1.0,200.0,572.0,572,1925,1950,1,4,IDOTRR,75000,74
8,1648,2.0,482.0,1596.0,1648,2007,2008,2,5,Crawfor,230000,16
2,810,1.0,280.0,0.0,810,1910,1950,1,4,IDOTRR,57625,74
8,2052,3.0,642.0,1107.0,1040,2000,2001,2,7,Mitchel,251000,23
7,2149,2.0,670.0,1434.0,1518,2003,2003,1,6,Mitchel,239686,21
7,1710,2.0,550.0,1710.0,1710,2004,2005,2,7,Mitchel,240000,19
6,1961,2.0,560.0,804.0,804,2001,2002,2,7,Mitchel,215000,22
6,926,1.0,351.0,902.0,926,1977,1977,1,5,Mitchel,156450,47
6,1287,2.0,541.0,957.0,1287,1977,1977,1,5,Mitchel,173000,47
5,1734,2.0,539.0,0.0,1302,1977,1977,2,8,Mitchel,126000,47
7,1217,2.0,497.0,1188.0,1217,1990,1991,2,6,Mitchel,173000,33
5,1595,2.0,672.0,1582.0,1595,1991,1991,2,5,Mitchel,152000,33
6,1344,2.0,525.0,819.0,1344,1958,1958,1,7,Timber,137500,66
7,2036,2.0,513.0,2136.0,2036,1965,1965,2,8,Timber,375000,59
9,1620,3.0,912.0,1620.0,1620,2007,2008,2,6,Timber,315500,16
7,1692,2.0,650.0,846.0,846,2009,2009,2,6,Timber,224500,15
9,2036,3.0,780.0,2190.0,2036,2008,2008,2,9,Timber,410000,16
9,1641,3.0,885.0,1641.0,1641,2008,2008,2,7,Timber,316500,16
8,1466,3.0,610.0,1466.0,1466,2007,2007,2,7,Timber,201000,17
6,1412,2.0,576.0,1392.0,1412,1988,1988,2,6,Timber,175000,36
6,2237,2.0,440.0,712.0,1375,1980,2006,2,7,Timber,204000,18
7,1479,2.0,578.0,1645.0,1479,1987,1989,2,7,Timber,213500,35
8,1296,2.0,471.0,1267.0,1296,2001,2002,2,6,Timber,220000,22
7,2014,2.0,486.0,912.0,1072,2003,2003,2,9,Timber,170000,21
9,1838,3.0,765.0,1838.0,1838,2006,2006,2,8,Timber,315000,18
9,1978,3.0,920.0,1978.0,1978,2007,2007,2,7,Timber,425000,17
5,1008,1.0,384.0,1008.0,1008,1968,1968,1,6,Mitchel,139500,56
5,1771,2.0,336.0,0.0,1771,1960,2006,1,9,Mitchel,115000,18
6,1204,2.0,412.0,1204.0,1204,1998,1998,2,5,Mitchel,162000,26
6,1224,2.0,402.0,1224.0,1224,1999,1999,2,5,Mitchel,165000,25
4,988,1.0,297.0,462.0,526,1973,1973,1,5,MeadowV,91000,51
5,874,1.0,288.0,864.0,874,1968,1968,1,5,Mitchel,130000,56
4,630,1.0,286.0,630.0,630,1970,2002,1,3,MeadowV,86000,22
5,1404,2.0,504.0,1188.0,1404,1969,2000,2,7,Mitchel,160000,24
4,630,1.0,286.0,630.0,630,1970,1970,1,3,MeadowV,80000,54
4,1344,0.0,0.0,546.0,798,1970,2008,1,6,MeadowV,97000,16
4,1092,1.0,286.0,546.0,546,1970,1970,1,6,MeadowV,88000,54
5,796,1.0,336.0,796.0,796,1972,1972,1,4,Mitchel,131900,52
6,1091,1.0,429.0,384.0,1091,1993,1996,1,5,Mitchel,131250,28
5,1110,2.0,602.0,1097.0,1110,1978,1978,1,4,Mitchel,165500,46
5,833,0.0,0.0,833.0,833,1985,1985,1,5,Mitchel,112000,39
5,883,2.0,698.0,828.0,883,1992,1993,1,5,Mitchel,149000,31
5,1362,2.0,480.0,796.0,796,1993,1995,1,5,Mitchel,143000,29
5,1287,2.0,440.0,624.0,624,1992,1992,1,6,Mitchel,130000,32
6,1567,2.0,714.0,1567.0,1567,1977,1977,2,5,Mitchel,196000,47
5,1632,2.0,898.0,784.0,784,1969,1969,1,7,Mitchel,173000,55
6,1414,2.0,601.0,1184.0,1414,1958,2002,1,6,NAmes,176500,22
6,2117,2.0,550.0,1205.0,2117,1970,1970,2,7,NAmes,237500,54
6,2112,2.0,576.0,952.0,1092,1969,1969,2,9,NAmes,206900,55
6,1604,2.0,470.0,926.0,926,1997,1998,2,7,Gilbert,187500,26
6,1470,2.0,420.0,680.0,680,1995,1996,2,7,Gilbert,165000,28
6,1604,2.0,472.0,926.0,926,1998,1998,2,7,Gilbert,195500,26
6,1638,2.0,472.0,943.0,943,1998,1998,2,7,Gilbert,192000,26
6,1636,2.0,386.0,916.0,916,1996,1996,2,7,Gilbert,173000,28
5,1384,2.0,404.0,1348.0,1384,1996,1997,2,7,Gilbert,177900,27
7,1446,2.0,406.0,729.0,729,1996,1997,2,6,Gilbert,175000,27
8,1593,2.0,682.0,1593.0,1593,2001,2002,1,5,StoneBr,286000,22
8,1682,2.0,528.0,1664.0,1682,1997,1997,1,6,StoneBr,247900,27
8,1337,2.0,462.0,1337.0,1337,1993,1993,2,5,StoneBr,180000,31
8,1280,2.0,506.0,1280.0,1280,1992,1992,2,5,StoneBr,180000,32
6,1604,2.0,470.0,926.0,926,1997,1998,2,7,Gilbert,181000,26
6,1633,2.0,460.0,932.0,932,1998,1998,2,7,Gilbert,183000,26
6,1658,2.0,431.0,773.0,773,1995,1996,2,8,Gilbert,188000,28
7,1895,2.0,409.0,712.0,1086,1994,1996,2,7,Gilbert,194500,28
6,1709,2.0,416.0,836.0,851,1991,1991,2,7,Gilbert,185000,33
8,1228,2.0,472.0,1228.0,1228,1988,1989,2,5,StoneBr,189000,35
8,1337,2.0,462.0,1337.0,1337,1989,1989,2,5,StoneBr,188500,35
8,2500,3.0,683.0,1168.0,1168,2005,2005,3,9,StoneBr,355000,19
9,2504,3.0,656.0,1122.0,1134,2005,2007,2,11,StoneBr,325000,17
9,1884,3.0,670.0,1884.0,1884,2004,2004,2,7,StoneBr,387000,20
6,1474,2.0,495.0,1632.0,1474,1952,1952,1,7,Gilbert,115000,72
9,1710,2.0,557.0,1710.0,1710,2007,2007,2,6,StoneBr,334000,17
6,1488,2.0,738.0,1488.0,1488,1950,1950,2,6,Gilbert,133000,74
7,2093,2.0,542.0,791.0,1236,1986,1991,2,7,NWAmes,215000,33
7,1688,2.0,528.0,1675.0,1688,1988,1988,2,6,NWAmes,226500,36
6,1422,2.0,576.0,1422.0,1422,1981,1981,2,7,NWAmes,175500,43
7,1260,2.0,598.0,1260.0,1260,1983,1983,2,6,NWAmes,181900,41
7,2064,2.0,550.0,2048.0,2064,1978,1978,2,7,NWAmes,235000,46
7,1782,2.0,551.0,1782.0,1782,1979,1979,2,6,NWAmes,220000,45
6,2872,2.0,619.0,1330.0,1542,1977,1995,2,11,NWAmes,272000,29
6,1211,2.0,461.0,1211.0,1211,1976,1976,2,6,NWAmes,161000,48
5,1126,2.0,540.0,1126.0,1126,1977,1977,2,6,NWAmes,175000,47
